,num_guests,quantity_prepared,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,quantity_wasted,waste_ratio,waste_per_guest,food_type_Dairy Products,food_type_Fruits,food_type_Meat,food_type_Vegetables,event_type_Corporate,event_type_Social Gathering,event_type_Wedding
965,350,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,False,True
966,453,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,True,False,False,False,False,False
967,453,484,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,54,0.1115702479338843,0.11920529801324503,True,False,False,False,True,False,False
968,240,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,0.044444444444444446,0.08333333333333333,True,False,False,False,False,False,True
969,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,True,False,False,False,False,False,True
970,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,False,False,False
971,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,True,False,False,False,False,True,False
972,367,420,Room Temperature,Regular,Summer,Buffet,Urban,Low,40,0.09523809523809523,0.10899182561307902,False,False,True,False,False,False,False
973,220,300,Refrigerated,Regular,Summer,Finger Food,Urban,Low,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
974,280,350,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,False,True
975,491,497,Refrigerated,Regular,Winter,Finger Food,Urban,High,32,0.06438631790744467,0.06517311608961303,False,True,False,False,False,False,False
976,434,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,False,False,False,True
977,230,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,30,0.06,0.13043478260869565,False,False,False,True,True,False,False
978,250,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.07142857142857142,0.1,False,False,False,False,False,False,False
979,300,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,True,False,False
980,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,0.1,0.12857142857142856,False,False,False,False,False,False,True
981,320,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.078125,True,False,False,False,False,False,True
982,310,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,35,0.1,0.11290322580645161,True,False,False,False,False,True,False
983,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,False,False,False,False,False,False
984,320,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,True,False,False,False,False,False,True
985,260,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,0.05,0.07692307692307693,False,False,False,False,False,True,False
986,400,450,Refrigerated,Occasional,Winter,Buffet,Urban,Moderate,30,0.06666666666666667,0.075,False,False,True,False,False,False,False
987,220,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
988,275,388,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,16,0.041237113402061855,0.05818181818181818,False,False,True,False,True,False,False
989,320,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,0.1,0.125,False,False,True,False,True,False,False
990,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,True,False,True,False,False
991,400,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,0.1,0.1,True,False,False,False,False,True,False
992,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.0375,0.046875,True,False,False,False,False,False,False
993,300,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.11666666666666667,False,False,False,True,False,True,False
994,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,False,False,False,False
995,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,0.05,0.06818181818181818,True,False,False,False,False,True,False
996,220,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,False,True,False
997,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,False,False,False,True,False
998,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
999,453,484,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,54,0.1115702479338843,0.11920529801324503,False,True,False,False,False,False,True
1000,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,True,False,True,False,False
1001,250,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,0.08571428571428572,0.12,False,True,False,False,False,False,False
1002,350,450,Room Temperature,Regular,Winter,Buffet,Urban,High,40,0.08888888888888889,0.11428571428571428,False,False,False,True,True,False,False
1003,300,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,0.0625,0.08333333333333333,False,False,True,False,False,False,True
1004,380,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,False,False,True,False,False,False,False
1005,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,False,True
1006,220,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
1007,488,498,Room Temperature,Regular,Winter,Finger Food,Rural,High,63,0.12650602409638553,0.1290983606557377,False,False,False,False,False,False,True
1008,400,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,True,False,True,False,False
1009,491,497,Room Temperature,Regular,Summer,Finger Food,Urban,High,32,0.06438631790744467,0.06517311608961303,False,False,False,False,False,False,False
1010,400,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,True,False,False,False,False,True
1011,261,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,23,0.06571428571428571,0.08812260536398467,False,False,True,False,False,False,False
1012,434,495,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,True,False,False,True
1013,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,30,0.06666666666666667,0.08571428571428572,False,True,False,False,False,False,True
1014,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,False,True,False,False,False
1015,380,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,False,False,False,False
1016,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.08,0.1,False,True,False,False,False,False,True
1017,247,348,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,False,False,True
1018,320,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,0.0625,0.078125,True,False,False,False,True,False,False
1019,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,True,False,False,True,False
1020,207,280,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,20,0.07142857142857142,0.0966183574879227,False,False,False,False,False,False,True
1021,280,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,0.07142857142857142,0.08928571428571429,False,False,False,False,True,False,False
1022,400,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,40,0.08,0.1,False,False,False,False,True,False,False
1023,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,True,False,False,False,False,False,True
1024,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,False,False,True
1025,250,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,False,False,False,False,False
1026,320,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,0.05,0.0625,False,False,False,False,False,False,False
1027,250,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,Moderate,25,0.07142857142857142,0.1,False,False,False,True,True,False,False
1028,280,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,False,False,False,True,False
1029,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,0.1,0.13333333333333333,True,False,False,False,True,False,False
1030,230,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,0.04,0.08695652173913043,True,False,False,False,False,False,True
1031,350,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,True,False,False,True
1032,261,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,0.06571428571428571,0.08812260536398467,False,True,False,False,True,False,False
1033,247,348,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,True,False,False
1034,380,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,False,True,False,False
1035,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,False,False,True,False,False
1036,300,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,0.05,0.06666666666666667,True,False,False,False,False,False,False
1037,380,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,False,False,True,False
1038,380,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,False,True,False,False,False,True,False
1039,300,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.0875,0.11666666666666667,False,False,False,True,False,True,False
1040,300,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20,0.05,0.06666666666666667,False,False,False,False,False,True,False
1041,300,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,False,False,True
1042,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,False,False,False,True
1043,300,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,0.075,0.1,False,False,False,False,False,True,False
1044,280,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.04285714285714286,0.05357142857142857,False,False,False,False,False,True,False
1045,208,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,False,False,True,False,False
1046,320,400,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,False,False,False,False,True
1047,300,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,False,False,False,False,False,True,False
1048,240,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,30,0.06666666666666667,0.125,True,False,False,False,False,True,False
1049,250,500,Refrigerated,Regular,Summer,Buffet,Urban,High,40,0.08,0.16,False,False,True,False,True,False,False
1050,430,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,0.06079664570230608,0.06744186046511629,False,False,True,False,True,False,False
1051,350,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,True,False,False,False,True,False
1052,300,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,False,False,False,False,False,True,False
1053,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,False,True,False
1054,280,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,0.03125,0.05357142857142857,False,False,False,False,False,True,False
1055,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,False,False,True,False
1056,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,0.05555555555555555,0.07142857142857142,True,False,False,False,False,True,False
1057,320,400,Refrigerated,Regular,Summer,Buffet,Rural,High,35,0.0875,0.109375,False,True,False,False,False,False,True
1058,300,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,0.0375,0.05,False,False,True,False,False,False,True
1059,380,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,True,False,False,False,True
1060,300,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Low,20,0.05,0.06666666666666667,False,False,True,False,True,False,False
1061,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,0.07142857142857142,0.1,False,False,True,False,False,False,True
1062,380,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.07,0.09210526315789473,False,True,False,False,True,False,False
1063,280,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,0.07142857142857142,0.08928571428571429,False,False,True,False,True,False,False
1064,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,0.1,0.12857142857142856,False,False,True,False,True,False,False
1065,320,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,0.0875,0.109375,False,False,True,False,False,False,True
1066,380,480,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,0.0625,0.07894736842105263,False,False,True,False,True,False,False
1067,250,350,Refrigerated,Regular,Winter,Finger Food,Urban,High,30,0.08571428571428572,0.12,False,False,True,False,True,False,False
1068,280,350,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,True,False,False,False,True
1069,429,496,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,42,0.0846774193548387,0.0979020979020979,False,False,True,False,False,False,False
1070,320,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.075,0.09375,True,False,False,False,False,False,True
1071,400,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,True,False,False,False,True
1072,400,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,0.06666666666666667,0.075,False,True,False,False,False,False,True
1073,208,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,True,False,True,False,False
1074,320,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.075,0.09375,False,True,False,False,False,True,False
1075,350,450,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,False,False,False,True,False,False,True
1076,280,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,25,0.07142857142857142,0.08928571428571429,False,False,False,True,True,False,False
1077,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,False,True
1078,300,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,0.07777777777777778,0.11666666666666667,False,True,False,False,False,False,True
1079,275,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,0.041237113402061855,0.05818181818181818,False,True,False,False,False,False,True
1080,220,450,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,0.044444444444444446,0.09090909090909091,False,True,False,False,False,False,False
1081,400,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.06,0.075,False,False,False,False,False,False,True
1082,302,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,0.07277628032345014,0.08940397350993377,False,False,False,True,False,True,False
1083,320,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,0.1125,0.140625,False,False,False,False,True,False,False
1084,397,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,0.06431535269709543,0.07808564231738035,False,False,True,False,False,False,True
1085,320,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,0.075,0.09375,False,False,False,True,False,True,False
1086,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,0.0375,0.05,False,False,True,False,False,True,False
1087,300,400,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,0.05,0.06666666666666667,True,False,False,False,True,False,False
1088,300,400,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,20,0.05,0.06666666666666667,False,True,False,False,False,False,True
1089,320,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,0.0375,0.046875,False,False,False,False,False,False,False
1090,230,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,0.06,0.13043478260869565,False,False,True,False,False,False,False
1091,320,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,True,False,False,True,False
1092,280,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,True,False,False,False,True
1093,280,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,False,True
1094,320,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,True,False,False,False,True
1095,300,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.0875,0.11666666666666667,False,False,True,False,False,False,False
1096,280,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,0.07142857142857142,0.08928571428571429,False,True,False,False,False,False,True
1097,400,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,0.09,0.1125,False,False,True,False,False,False,False
1098,250,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,True,False
1099,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,False,False,True,False,False
1100,342,405,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,29,0.07160493827160494,0.0847953216374269,False,False,False,False,True,False,False
1101,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,True,False,False,False
1102,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,False,False,True
1103,320,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,0.08333333333333333,0.125,False,False,False,False,False,False,False
1104,320,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,0.0625,0.078125,False,False,False,True,True,False,False
1105,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,0.1,0.125,False,True,False,False,False,False,False
1106,320,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,0.05,0.0625,False,True,False,False,True,False,False
1107,250,480,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,0.041666666666666664,0.08,False,False,True,False,False,True,False
1108,350,450,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,0.044444444444444446,0.05714285714285714,False,False,False,False,True,False,False
1109,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,0.09,0.1125,False,False,False,True,True,False,False
1110,250,350,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,True,False
1111,434,495,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,True,False,False,True
1112,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,45,0.1,0.12857142857142856,False,False,False,True,False,False,False
1113,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,False,True,False,False,False
1114,280,350,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,0.04285714285714286,0.05357142857142857,False,False,False,False,False,False,True
1115,250,350,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,False,True,False
1116,300,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,False,False,False,False,False,False,True
1117,250,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,False,True,True,False,False
1118,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,False,False,False,False,False
1119,300,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,False,True,False,False,True
1120,280,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
1121,432,477,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,23,0.04821802935010482,0.05324074074074074,False,False,False,False,False,False,True
1122,300,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,0.05,0.06666666666666667,False,False,False,True,False,True,False
1123,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,40,0.1,0.13333333333333333,True,False,False,False,False,False,True
1124,320,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,0.08333333333333333,0.125,True,False,False,False,True,False,False
1125,320,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,0.0875,0.109375,False,False,False,True,False,True,False
1126,300,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,0.0375,0.05,True,False,False,False,True,False,False
1127,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,True,False,False
1128,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,True,False
1129,320,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,False,True,False,False
1130,220,300,Room Temperature,Occasional,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,True,False
1131,275,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,0.041237113402061855,0.05818181818181818,True,False,False,False,False,False,True
1132,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,True,False,False,True
1133,320,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.078125,True,False,False,False,False,False,False
1134,380,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,False,True,False,False,False,False,True
1135,400,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,0.08,0.1,True,False,False,False,False,False,False
1136,300,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,0.0625,0.08333333333333333,False,False,False,True,False,True,False
1137,275,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,0.041237113402061855,0.05818181818181818,False,False,False,False,False,False,False
1138,400,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.1,0.0875,False,False,False,False,True,False,False
1139,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.07142857142857142,0.1,False,False,True,False,False,True,False
1140,434,495,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,False,False,False,True
1141,320,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,0.075,0.09375,False,False,False,False,False,True,False
1142,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,0.05,0.0625,False,False,False,False,True,False,False
1143,220,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,True,False
1144,280,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,20,0.05714285714285714,0.07142857142857142,False,False,False,False,False,True,False
1145,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,0.0375,0.05,False,False,False,False,False,False,True
1146,220,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,True,False,False
1147,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,0.04285714285714286,0.05357142857142857,False,True,False,False,False,True,False
1148,261,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,23,0.06571428571428571,0.08812260536398467,True,False,False,False,False,False,True
1149,275,388,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,16,0.041237113402061855,0.05818181818181818,True,False,False,False,False,True,False
1150,400,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,0.1,0.125,True,False,False,False,True,False,False
1151,380,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,True,False,True,False
1152,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,False,False
1153,400,500,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40,0.08,0.1,False,False,False,False,False,True,False
1154,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
1155,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,15,0.03333333333333333,0.04285714285714286,False,True,False,False,False,True,False
1156,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,True,False,False,False,False,False,False
1157,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,False,True,False
1158,220,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,0.044444444444444446,0.09090909090909091,False,False,False,False,False,True,False
1159,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
1160,208,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,True,False,False,True,False
1161,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,34,0.09714285714285714,0.136,True,False,False,False,False,False,True
1162,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
1163,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,0.1,0.12857142857142856,True,False,False,False,False,False,False
1164,250,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.11428571428571428,0.16,False,False,False,False,False,True,False
1165,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,0.05,0.0625,True,False,False,False,True,False,False
1166,270,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.1,0.14814814814814814,False,False,False,False,False,True,False
1167,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,0.07142857142857142,0.1,True,False,False,False,True,False,False
